https://www.linkedin.com/jobs/view/3818199420,(PROGRAMADOR SR)
https://www.linkedin.com/jobs/view/3834705685,"AI Super Engineer, gt.school (Remote) - $200,000/year USD"
https://www.linkedin.com/jobs/view/3832634743,Analista de Faturamento
https://www.linkedin.com/jobs/view/3834704382,"Artificial Intelligence Engineer, IgniteTech (Remote) - $60,000/year USD"
https://www.linkedin.com/jobs/view/3834704488,"Back End Developer, Totogi (Remote) - $100,000/year USD"
https://www.linkedin.com/jobs/view/3837024410,Data Engineer
https://www.linkedin.com/jobs/view/3766329446,Data Engineer
https://www.linkedin.com/jobs/view/3838213550,Data Engineer
https://www.linkedin.com/jobs/view/3790361673,Data Security Engineer
https://www.linkedin.com/jobs/view/3837884802,Desenvolvedor Backend Pleno - Python/Django
https://www.linkedin.com/jobs/view/3837813742,Desenvolvedor Backend Sênior (Python)
https://www.linkedin.com/jobs/view/3772805077,Desenvolvedor Backend Sênior - Node.js
https://www.linkedin.com/jobs/view/3755806952,Desenvolvedor Java Sênior | Cards
https://www.linkedin.com/jobs/view/3832620352,Desenvolvedor(a) Fullstack Sênior - Python/Django
https://www.linkedin.com/jobs/view/3836281375,Engenheiro (a) de Dados  Sênior GCP
https://www.linkedin.com/jobs/view/3837887628,Engenheiro de Dados Sênior
https://www.linkedin.com/jobs/view/3838433698,Engenheiro de Dados com expertise em Cloud (Azure)
https://www.linkedin.com/jobs/view/3818959932,Engenheiro de Dados e Prompt
https://www.linkedin.com/jobs/view/3799250295,Engenheiro de Software Embarcado
https://www.linkedin.com/jobs/view/3838430490,Engenheiro de dados
https://www.linkedin.com/jobs/view/3837861974,Engenheiro(a) de Dados Pleno | Mercado de Seguros - São Paulo
https://www.linkedin.com/jobs/view/3837886735,Engenheiro(a) de Dados Senior (Python)
https://www.linkedin.com/jobs/view/3838074079,Engenheiro(a) de Dados Sênior
https://www.linkedin.com/jobs/view/3768092878,Engenheiro(a) de dados / Analytics Engineer
https://www.linkedin.com/jobs/view/3750898681,FreeSWITCH Software Engineer - Remote
https://www.linkedin.com/jobs/view/3764361873,Fullstack Developer (Laravel + Vue + MongoDB)
https://www.linkedin.com/jobs/view/3764365769,Fullstack Developer (Laravel + Vue + MongoDB)
https://www.linkedin.com/jobs/view/3774921924,Integration Engineer
https://www.linkedin.com/jobs/view/3774926539,Integration Engineer
https://www.linkedin.com/jobs/view/3836880229,Lead Python Developer
https://www.linkedin.com/jobs/view/3834707175,"Lead Software Architect, gt.school (Remote) - $200,000/year USD"
https://www.linkedin.com/jobs/view/3834705467,"Lead Software Engineer, Trilogy (Remote) - $100,000/year USD"
https://www.linkedin.com/jobs/view/3834705526,"Lead Software Engineer, Trilogy (Remote) - $100,000/year USD"
https://www.linkedin.com/jobs/view/3838002896,"Mid-level / Senior Python Developer, Brazil"
https://www.linkedin.com/jobs/view/3836253681,Pessoa Engenheira de Dados Pleno | Data & AI
